325.4	325.4	325.4	323.3	322.2	313.6	307.1	299.5	291	283.4	282.4	280.1	282.4	281.3	283.4	283.4	284.5
400.9	402	397.7	384.7	369.7	320.1	281.3	251	226.3	216.6	216.6	216.6	221.9	224.2	229.5	229.5	232.8
624	621.9	598.1	534.6	462.3	321.2	224.2	178.9	157.3	150.8	153	156.3	162.7	166	172.4	174.6	176.7
993.7	976.4	923.6	752.2	544.3	259.7	154	114.2	102.3	101.3	104.5	108.8	115.2	118.5	124.9	127.2	129.3
1475.5	1437.7	1271.8	900.9	535.6	185.4	95.8	73.2	67.9	67.9	72.2	76.4	81.9	85.1	90.5	92.6	94.8
1934.6	1838.6	1529.3	894.5	441.8	115.2	58.2	47.3	46.3	47.3	50.6	54.9	59.3	62.5	66.7	69	71.1
2339.8	2235.3	1670.5	791	327.6	74.3	37.6	31.2	31.2	33.4	36.6	39.9	43.1	46.3	50.6	52.8	53.8
2666.3	2435.8	1669.5	659.6	226.3	46.3	25.8	22.6	22.6	24.7	26.9	30.2	33.4	35.5	38.8	39.9	42
3046.9	2561.9	1379.5	390.1	108.8	20.5	14	12.9	14	14	16.1	18.2	20.5	22.6	24.7	25.8	26.9
3078.1	2381.8	1035.7	219.8	51.7	10.8	8.5	8.5	8.5	9.7	10.8	11.8	14	15	17.2	18.2	18.2
2905.6	2034.8	725.3	116.4	27.9	6.4	5.3	5.3	5.3	6.4	7.5	8.5	9.7	10.8	11.8	12.9	14
2637.2	1686.6	491.4	64.6	14	4.3	3.2	3.2	4.3	4.3	5.3	6.4	7.5	7.5	9.7	9.7	10.8
2260.1	1337.4	313.6	36.6	8.5	3.2	3.2	3.2	3.2	3.2	4.3	5.3	5.3	6.4	7.5	7.5	8.5
1921.7	1032.5	203.7	21.5	5.3	3.2	2.1	2.1	2.1	3.2	3.2	4.3	4.3	5.3	5.3	6.4	6.4
1582.2	791	132.5	14	4.3	3.2	2.1	0	0	0	0	0	0	0	0	0	0
1314.8	628.3	92.6	9.7	3.2	2.1	2.1	0	0	0	0	0	0	0	0	0	0
1100.4	503.2	65.7	7.5	3.2	2.1	0	0	0	0	0	0	0	0	0	0	0
937.6	406.2	47.3	5.3	2.1	2.1	0	0	0	0	0	0	0	0	0	0	0
798.6	326.5	36.6	4.3	2.1	2.1	0	0	0	0	0	0	0	0	0	0	0
682.2	265.1	27.9	3.2	2.1	1.1	0	0	0	0	0	0	0	0	0	0	0
582	215.5	21.5	3.2	1.1	1.1	0	0	0	0	0	0	0	0	0	0	0
500	175.7	16.1	3.2	1.1	0	0	0	0	0	0	0	0	0	0	0	0
427.9	146.6	12.9	2.1	1.1	0	0	0	0	0	0	0	0	0	0	0	0
370.7	168.1	10.8	2.1	1.1	0	0	0	0	0	0	0	0	0	0	0	0
322.2	105.5	9.7	2.1	1.1	0	0	0	0	0	0	0	0	0	0	0	0
283.4	91.6	8.5	2.1	1.1	0	0	0	0	0	0	0	0	0	0	0	0
251	80.8	6.4	2.1	1.1	0	0	0	0	0	0	0	0	0	0	0	0
226.3	72.2	5.3	2.1	1.1	0	0	0	0	0	0	0	0	0	0	0	0

0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
